title, genre, comment
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",지금까지 영화관에서 3번 관람했는데 볼 때마다 보고 난 후 감정이 다 다르다. ost도 스토리도 다 너무 좋았다.3년후에 감독님의 새 작품이 나온다는데 너무 기대된다!!
여교사,드라마,나름 지루한면도 있었습니다 여교사와 학생을 다룬영화라 그런지 19금인데 그런장면은 별로 없어보이네요
마스터,"액션,범죄",후기가 다양하여 큰기대를 안했는데 2시간반이 지루하지 않게 너무재미있었습니다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","개봉 첫 날, 그리고 개봉 다음 날 극장에 갔다. 그리고 오늘 또 극장에 간다"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",그림이 너무 이쁘고 스토리도 괜찮고 재밌다. 다만 아쉬운 점이라면 마지막에 관객들의 감정을 자극하려다보니 불과 1초전까지만해도 기억하던 이름을 1초후에 기억하지 못 한다는 설정은 좀 무리수지 않았나 싶다 그리구 초속 5cm 같은 엔딩이었어도 괜찮았을듯
마이펫의 이중생활,"애니메이션,코미디,가족",선명한 화질에 예쁜색감 동물들의 리얼한 묘사까지아이랑 신나게 즐겁게 감상했습니다.귀엽고 사랑스러운 애완동물 어쩜 그리 잘만들었는지. . .
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",명작입니다. 이건 꼭보세요!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",아.... 영화를 보고나면 눈에는 땀이 입에서는 웃음이        나오는 자신을 볼수있습니다..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",몇단전부터 보고싶었는데 이제야보게됐네요. 작품완성도는 조금 떨어질지 몰라도 정말 재밌고 감동적입니다. 다시보고싶네요~
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",분위기와 음악과 배우들이 잘 어우러진 영화인 것 같아요 :)
도깨비,,남남커플땜에  보는드라마는  이게  처음
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",신카이 마코토가 무서워 졌다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",작화만 보려고 간 건데 기대 이상을 보여주어서 좋았다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",왜 휴대폰의 연도를 못보니...왜 진짜 친구가 중요한지를 알수있다.
마스터,"액션,범죄",진짜 재밌어요ㅕ!! 꼭 보세요!
"당신, 거기 있어줄래요","판타지,드라마",조용히 잔잔히 스며드는 영화인듯 합니다.
엽기적인 그녀,"코미디,드라마,멜로/애정/로맨스",몇 번을 봐도 질리지가 않는 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",크흐 배경작화에 감동 스토리에 감동 ost에 감동 마코토 감독의 포텐이 여기서 터지는 군요 후반부 내내 잔잔하게 감동받았습니다... 10번볼게요...
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",스토리 작화 캐릭터 모두 넘넘 신선하고 완성도 높은 수작애니를 간만에 봤네요~ 신카이마코토 감독의 인생작!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",이거보고  가슴속에 여운이 남았다
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",에피소드7보다 나은 작품
"내 어깨 위 고양이, 밥",드라마,치즈냥 고양이 밥에서 이미 마음을 빼앗겼네요 ㅎㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",Ost가 너무 좋았다!
패신저스,"모험,SF",12월달부터  예고편 보고기대한거라  기대를많이했는데  괜찮아여영화추천
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",영화보는 내내 이렇게 가슴이 벅차고 행복한 적은 처음이었다. 관객 중 1/3 이 엔딩크레딧까지 다 보고 나왔다...
"당신, 거기 있어줄래요","판타지,드라마",점점 사건에 몰입되어간다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",애니로 이렇게 감동을줄수있다늬~
마스터,"액션,범죄",현시점에 나와 더 와닿는 영화네요~ 재밌게 잘 봤습니다. 젊은이들 포기하지말구 화이팅!!!
판도라,"드라마,스릴러",꿀쟁.잼.잼자자잠잼잼잼잼
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",너무너무너무좋았습니다
눈의 여왕3: 눈과 불의 마법대결,"애니메이션,모험,가족,판타지",남자아이랑 보기에 흥미로웠어요
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",7편의 똥을 밟은 팬들의 상처를 치유하고도 남는 시리즈의 3.5편! 시리즈를 잘 모르는 사람도 충분히 재밌고 팬이라면 마지막 5분을 위해서라도 꼭 봐야만하는 영화!
"당신, 거기 있어줄래요","판타지,드라마","재밌게봤어요^^ 남자친구랑 봤는데 과거,현재,미래우리 둘 모습이 어땠는지 그리고 지금 현재와 미래는 어떨지 생각하게되네요"
패신저스,"모험,SF",21세기판 타이타닉같은 느낌. 보면서 남편도 똑같게 느낌. 영상미좋고 여주 매력넘쳐서 꽤 집중하고 봤지만 억지스러운 스토리 전개와 결말이 조금 아쉬움이 있어 2점뺌
마스터,"액션,범죄",재미나네요스릴있고
마스터,"액션,범죄",핵잼 올해 3손가락 안에드는듯 마지막 쿠키영상2개임 다보고나가삼 ㅋㅎ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",아련한 추억과 나도 누군가를 떠올리게 만든 영화...애니가 이런 감동을 줄수 있구나 느끼게 해주네...역시 마코토!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",정말  재밌게 감동적이게  잘봤습니다.
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",스타워즈 팬이 아님에도 불구하고.. 시리즈 중 젤 재밌었어요. 다스베이더 으... 멋져브러요..
판도라,"드라마,스릴러",생각보다는 볼만했던 영화
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내 평생 태어나서 2번본 영화 이 영화의 작화는 거의 예술작품 감상하는거와 다름없다. 스토리야뭐... 이지만 여튼 보면 왜 일본에서 1위했는지 알 수 있는 영화 넓은 스크린에서 이렇게 훌룡한 작화를 볼수 있다는 것만으로도 별점 10점이다.
패신저스,"모험,SF",믿고 보는 배우들!! 역시나 재밌게 봤네요~~
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",좋아여10101010
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",꿀잼 정말 넘나 ㅠㅠㅠ재밌어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",친구가 영화보러가자해서 영화이름만 보고 애니인줄 모르고 봤다. 애니라서 친구한테 욕했는데 영화다보고 사과했고 감사했다. 명작을 보게되서 고맙다 친구야
씽,"뮤지컬,애니메이션",아이랑 재미나게 잘 보고 왔습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",한국 애니메이션은 한참 멀엇다는걸 보여주는 작품..
패신저스,"모험,SF",SF배경에서 로맨스~~ 신선했어요 ㅎㅎ  두 배우의 캐미가 엄청남!
판도라,"드라마,스릴러",제발  이런일이 일어나지 않기를  바랍니다. 현실에서 충분히 있을수 있는일
"내 어깨 위 고양이, 밥",드라마,"올해 내 생애 최고의 영화 ▶따뜻한 봄볕과 같은 힐링무비! ▶좌절과 희망속에서 싹트는 사랑! ▶고양이와 사람들간의 교감, 그것은 무한한 애정과 희망메시지 였다!"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",아 진짜 영화평점 잘 안남기는데 10년 전 센과 치히로때 느꼈던 감동보다 컸다
패신저스,"모험,SF",배우진 연기가 좋네요~ 영화관에서 보길 잘한듯
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",개인적으로 마음에 드는 결말이었습니다
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",꿀잼 이런걸 극장에서봐야하는겁니다
마스터,"액션,범죄",오랜만에 유익한 영화를 보고왓네요.재밌습니다~
여교사,드라마,김하늘의 파격적인 연기 변신 입니다 정말 마지막 장면 충격적이네요ㅜ
패신저스,"모험,SF",재밋어요 저는 재밋게 봣습 ㅁ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",나도 모르게 눈물이 흐르고 있었다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",17년 최고의 영화로 조심스럽게 예상해봅니다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",너무 좋아요. 매날 ost듣고있어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","음악이나 작화는 정말 예쁘고 좋으나, 스토리는 약간 부족하다. 연출도 조금 아쉬웠고, 그래도 이건 청춘, 청춘과 사춘기다! 라는 느낌. 완전 귀엽고 기분좋았다."
마스터,"액션,범죄",강동원이 멋있다는 걸 알게 됐습니다.
마스터,"액션,범죄",정말재미나게 본 영화입니다~~후회없는선택 ㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 신카이 마코토  작품은 꼭 봐야하는 애니인것 같습니다.한 작품도 안빠지고 잘 봐왔었는데 이번에 극장에서 봤는데와... 너무나도 좋았지만 의외로 커플들이 많이 와서 슬펐습니다..ㅠㅠ
귀향,드라마,ㅜㅜ 그저 눈물만 흐르네요
패신저스,"모험,SF",외로움이 이성을 잃게하네요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",믿고보는 신카이마코토작품. 언어의정원과 마찬가지로 후유증이 큽니다
라라랜드,"드라마,뮤지컬,멜로/애정/로맨스",와나 노래진짜 좋음!!!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",2017년 가장 기대한 영화인만큼 정말 감명 깊게 봤네요.ㅎ여러분도 영화관에서 큰스크린으로 보셨으면 합니다.그감동은 뭐라고 표현을 할수 없을정도로 멋집니다.신카이 마코토 감독님의 다음 작품 기대합니다~
마스터,"액션,범죄",내용진짜 재밌음!!!!
마스터,"액션,범죄",두시간 넘게 지루한지 모르게 빠져 봤네요^^
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","애니메이션을 보면서 ""러브레터""의 아련함을 느끼리라고 예상하지 못했다 근래에 본 애니메이션 중에 최고였다. 엔딩씬은 애니메이션이 이래도 되나 싶었다"
패신저스,"모험,SF",재밌었음.재밌었음.재밌었음.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",불따로 안보고 극장가서 본 게 신의 한 수
사랑하기 때문에,"코미디,멜로/애정/로맨스",재미도 있고 감동도 있는 영화예요  김유정 넘 귀엽고 예뻐요
마스터,"액션,범죄",재미있게 봤습니다..
에곤 쉴레: 욕망이 그린 그림,드라마,남주 정말 장생겼따 얼굴로만 10점 먹고 들어가네여 ㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",최고에용 애니 처음 접하시는분들이라면 좋을꺼같아요
다크 나이트,"액션,범죄,드라마,미스터리,스릴러",히어로물 역사의 한 획을 긋다.
마스터,"액션,범죄",끌잼이에요어어어어우우우웅
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 믿고보는 신카이 마코토... 작화 좋고 스토리 좋고 OST도 정말 좋았어..
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",여운이남을정도로 최고였습니다.인생에언제까지고남을최고의작품
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",진짜 너무 재밌다...카미키 류노스케 목소리 으어어 나를녹인다아아...
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",우와 정말 재미있었어요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 일본의 애니메이션은 대단하다. 오랜만에 좋은 영화를 본거 같다. 힐링 애니메이션이다.
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",내 인생 최고의 명작. 10자
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",꼭 보세요 ㅠㅠ 안보면 후회
사랑하기 때문에,"코미디,멜로/애정/로맨스",꿀잼이네요 ~~ 시간 가는 줄 모르고 봤음
사다코 대 카야코,공포,카야코랑 토시오는 상대도 안됨 ㅋㅋ 사다코 완전 세요
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",재밌었어요. 주말에 다시 보러갑니다.
마스터,"액션,범죄",믿고보는 이병헌   역시 이병헌의 연기는 최고다 반면에 강동원은 미스캐스팅이다 연기도 너무못하고  답답하다
로그 원: 스타워즈 스토리,"액션,모험,판타지,SF",초반에 비해 중반부 이후로부터 재미있었어요!
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스","나도 언젠가는 주인공들처럼 이 영화를 잊겠지만, 다시 마주친다면 바로 알아볼수 있을것같다"
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",왜 인기있는지 궁금했는데 묵직하녜예ㅋㅋ
너의 이름은.,"애니메이션,드라마,멜로/애정/로맨스",역시 일본 애니는 집에서 봐야... 오글거리는게 나랑 좀 안맞는다.그래도 영상미는 좋네
